file,artist,genre,style,cluster_200
Symbolism/nicholas-roerich_monhigan-fairytale-1922.jpg,14,133,164,1
Impressionism/gustave-caillebotte_nasturtiums.jpg,0,139,152,1
Impressionism/pierre-auguste-renoir_the-beach-at-guernsey-1883.jpg,17,131,152,1
Fauvism/charles-lapicque_printemps-en-bretagne-1959.jpg,0,133,150,1
Post_Impressionism/pyotr-konchalovsky_kutaisi-rionges-1935.jpg,18,133,160,1
Symbolism/nicholas-roerich_himalayas-1947-4.jpg,14,133,164,1
Expressionism/horia-bernea_hills-1965.jpg,0,133,149,1
Realism/isaac-levitan_peonies.jpg,0,139,161,1
Expressionism/georges-braque_the-weeding-machine-1961.jpg,91,133,149,1
Art_Nouveau_Modern/nicholas-roerich_conquest-of-kazan-1914.jpg,14,139,143,1
Realism/henri-fantin-latour_roses-1894.jpg,0,139,161,1
Symbolism/nicholas-roerich_himalayas-1947-5.jpg,14,133,164,1
Post_Impressionism/grace-cossington-smith_flannel-flowers-and-gum-leaves-1928.jpg,0,139,160,1
Fauvism/henri-matisse_woman-with-hat-1905.jpg,37,135,150,1
Symbolism/nicholas-roerich_the-holiest-thang-la-1939.jpg,14,133,164,1
Fauvism/john-duncan-fergusson_the-red-sail.jpg,0,139,150,1
Baroque/mario-nuzzi_fruit-garland-encircling-a-relief.jpg,0,139,144,1
Impressionism/camille-pissarro_washerwoman-eragny-1887.jpg,2,131,152,1
Abstract_Expressionism/al-held_untitled-1955.jpg,0,129,140,1
Abstract_Expressionism/sam-gilliam_pretty-boxes-1993.jpg,0,129,140,1
Expressionism/balthus_still-life-with-lamp-1958.jpg,0,138,149,1
Northern_Renaissance/hieronymus-bosch_the-ship-of-fools-1500(1).jpg,23,136,157,1
Pop_Art/claudio-tozzi_expan-es-organicas-1993.jpg,0,129,159,1
Abstract_Expressionism/sam-francis_untitled-composition-lembark-285-1990.jpg,27,129,140,1
Post_Impressionism/maurice-denis_easter-morning-or-easter-mystery.jpg,0,131,160,1
Art_Nouveau_Modern/nicholas-roerich_visitors-from-over-the-sea-1901.jpg,14,139,143,1
Fauvism/louis-valtat_river-banks-in-choisel.jpg,0,133,150,1
Abstract_Expressionism/ronnie-landfield_serpentine-1969.jpg,0,129,140,1
Art_Nouveau_Modern/franklin-carmichael_autumn-in-the-northland.jpg,0,133,143,1
Abstract_Expressionism/arthur-pinajian_untitled-landscape-bellport-no-0001-1985.jpg,0,129,140,1
Post_Impressionism/karl-schrag_the-artist-house-through-the-trees.jpg,0,133,160,1
Romanticism/albert-bierstadt_grizzly-bears.jpg,0,139,163,1
Fauvism/pyotr-konchalovsky_tea-time-1939.jpg,18,138,150,1
Realism/pyotr-konchalovsky_still-life-lilacs-in-a-basket-1944.jpg,18,139,161,1
Symbolism/salvador-dali_cadaver-in-seoulchro-elisei-2-kings-13-21-1967.jpg,21,136,164,1
Cubism/man-ray_hills.jpg,0,133,147,1
Pop_Art/andy-warhol_flowers-2.jpg,0,139,159,1
Abstract_Expressionism/gerhard-richter_abstract-painting-780-1-1.jpg,0,129,140,1
Naive_Art_Primitivism/ivan-generalic_-1.jpg,0,131,155,1
Post_Impressionism/albert-huie_houses-on-stilts-with-fishermen.jpg,0,133,160,1
Abstract_Expressionism/ralph-rosenborg_american-landscape-garden-of-flowers-1979.jpg,0,129,140,1
Impressionism/pierre-auguste-renoir_vase-of-anemones.jpg,17,139,152,1
Post_Impressionism/pablo-picasso_woman-on-a-donkey-1906.jpg,15,131,160,1
Art_Nouveau_Modern/otto-eckmann_fr-hling.jpg,0,135,143,1
Fauvism/louis-valtat_violet-cliffs-1900.jpg,0,139,150,1
