file,artist,genre,style,cluster_200
Romanticism/theodore-gericault_a-young-negro-woman.jpg,0,135,163,5
Impressionism/frederic-bazille_self-portrait-at-saint-saveur-1868.jpg,0,139,152,5
Mannerism_Late_Renaissance/paolo-veronese_the-adoration-of-the-virgin-by-the-coccina-family.jpg,82,136,153,5
Romanticism/eugene-delacroix_interior-of-a-chapel-1829(1).jpg,0,139,163,5
Early_Renaissance/domenico-ghirlandaio_st-jerome-1480.jpg,0,136,148,5
Impressionism/piet-mondrian_at-the-amstel-sun.jpg,0,133,152,5
Impressionism/pierre-auguste-renoir_girl-and-cat-1882.jpg,17,131,152,5
Romanticism/john-everett-millais_a-flood.jpg,0,131,163,5
Realism/claude-monet_still-life-with-bottles-1863.jpg,4,138,161,5
Symbolism/pablo-picasso_woman-with-raven-1904-1.jpg,15,135,164,5
Romanticism/john-william-waterhouse_the-lady-of-shalott-1888.jpg,0,139,163,5
Post_Impressionism/vincent-van-gogh_sheep-shearers-the-after-millet-1889.jpg,22,131,160,5
Romanticism/jan-matejko_st-stanislaus-killing.jpg,40,136,163,5
Analytical_Cubism/pablo-picasso_guitar-and-violin.jpg,15,138,142,5
Impressionism/camille-pissarro_washerwoman-eragny-1887.jpg,2,131,152,5
Impressionism/eugene-boudin_horses-for-hire-in-a-yard.jpg,6,139,152,5
Northern_Renaissance/jan-van-eyck_virgin-and-child-with-st-michael-st-catherine-and-a-donor-1437.jpg,0,136,157,5
Rococo/giovanni-battista-tiepolo_the-sacrifice-of-melchizedek-1742.jpg,0,136,162,5
Early_Renaissance/filippo-lippi_the-feast-of-herod-salome-s-dance-1464.jpg,0,136,148,5
Minimalism/robert-morris_untitled-mirrored-cubes-1971.jpg,0,139,154,5
Romanticism/edwin-henry-landseer_a-highland-breakfast.jpg,0,131,163,5
Expressionism/edvard-munch_jurisprudence-1887.jpg,36,131,149,5
Expressionism/balthus_still-life-with-lamp-1958.jpg,0,138,149,5
Impressionism/berthe-morisot_in-the-garden-at-maurecourt.jpg,51,131,152,5
High_Renaissance/michelangelo_the-ancestors-of-christ-amminadab-1512.jpg,87,136,151,5
Impressionism/john-singer-sargent_rio-de-santa-maria-formosa-1905.jpg,11,130,152,5
Post_Impressionism/raoul-dufy_window-with-coloured-glasses-1906.jpg,0,139,160,5
Art_Nouveau_Modern/nicholas-roerich_cross-on-the-truvor-mound-1903.jpg,14,133,143,5
Impressionism/pierre-auguste-renoir_charles-le-coeur-1874.jpg,17,135,152,5
Realism/edouard-manet_steamboat-leaving-boulogne-1864.jpg,0,139,161,5
Baroque/pieter-de-hooch_the-bedroom.jpg,0,139,144,5
Baroque/peter-paul-rubens_louis-xiii-1625.jpg,80,135,144,5
Early_Renaissance/benozzo-gozzoli_death-and-ascention-of-st-francis.jpg,0,136,148,5
Symbolism/augustus-john_lyric-fantasy-1914.jpg,0,139,164,5
Baroque/isaac-van-ostade_interior-with-children.jpg,0,131,144,5
Post_Impressionism/henri-de-toulouse-lautrec_monsieur-boileau-1893.jpg,71,131,160,5
Impressionism/william-merritt-chase_in-the-studio-2.jpg,101,131,152,5
Realism/vasily-surikov_soldier-with-gun-1898.jpg,92,137,161,5
Impressionism/walter-sickert_tipperary-1914.jpg,0,131,152,5
Symbolism/odilon-redon_melancholy-1876.jpg,0,139,164,5
Abstract_Expressionism/richard-diebenkorn_urbana-no-2-the-archer.jpg,0,129,140,5
Naive_Art_Primitivism/niko-pirosmani_threshing-the-floor-in-a-georgian-country-village-1915.jpg,54,131,155,5
Impressionism/edmund-charles-tarbell_thoroughbred-with-jockey-up.jpg,0,131,152,5
Synthetic_Cubism/juan-gris_the-book-1913.jpg,28,138,165,5
Realism/edouard-manet_basket-of-fruits.jpg,79,138,161,5
Impressionism/konstantin-korovin_in-a-room-1919.jpg,75,131,152,5
Romanticism/dante-gabriel-rossetti_the-annunciation-1.jpg,88,136,163,5
Analytical_Cubism/georges-braque_still-life-with-a-bunch-of-grapes-1912.jpg,91,138,142,5
Naive_Art_Primitivism/niko-pirosmani_kakheti-epic-alazani-valley-4.jpg,0,139,155,5
Expressionism/george-bouzianis_chair.jpg,0,139,149,5
Baroque/jacob-jordaens_the-miracle-of-the-obol-in-the-mouth-of-the-fish.jpg,125,136,144,5
High_Renaissance/luca-signorelli_lamentation-over-the-dead-christ-1502.jpg,0,136,151,5
Realism/vladimir-makovsky_guitar-player-1879.jpg,0,131,161,5
New_Realism/john-french-sloan_wake-of-the-ferry-1907-1.jpg,0,139,156,5
Symbolism/nicholas-roerich_study-of-scene-decoration-for-the-rite-of-spring-1930.jpg,14,139,164,5
Impressionism/pierre-auguste-renoir_dance-at-bougival-1883-1.jpg,17,131,152,5
Romanticism/alfred-stevens_love-and-marriage.jpg,0,139,163,5
Mannerism_Late_Renaissance/paolo-veronese_the-finding-of-moses.jpg,82,136,153,5
Impressionism/konstantin-korovin_at-the-balcony-spanish-women-leonora-and-ampara-1889.jpg,75,135,152,5
Realism/ivan-vladimirov_the-pogrom-of-the-winter-palace.jpg,0,139,161,5
Rococo/george-morland_thunderstorm.jpg,0,139,162,5
Early_Renaissance/paolo-uccello_st-dominic.jpg,0,136,148,5
