file,artist,genre,style,cluster_200
Rococo/william-hogarth_the-triumph-of-representatives-1755.jpg,0,131,162,2
Romanticism/caspar-david-friedrich_wc-churchyard-gate-by-friedrich.jpg,0,133,163,2
Romanticism/ivan-aivazovsky_harbor-1850.jpg,9,130,163,2
Impressionism/roger-fry_venice-1899.jpg,0,130,152,2
Post_Impressionism/serge-sudeikin_design-for-the-visible-side-of-life-by-benavente-1912.jpg,0,139,160,2
Post_Impressionism/edouard-cortes_place-saint-michel-notre-dame-2.jpg,26,130,160,2
Romanticism/john-crome_a-windmill-near-norwich-1816.jpg,0,133,163,2
Impressionism/piet-mondrian_at-the-amstel-sun.jpg,0,133,152,2
Realism/claude-monet_still-life-with-bottles-1863.jpg,4,138,161,2
Contemporary_Realism/gilles-aillaud_crocodile-et-grilles-1969.jpg,0,139,146,2
Rococo/canaletto_the-interior-of-the-rotunda-ranelagh-gardens.jpg,0,139,162,2
Post_Impressionism/maurice-prendergast_west-church-boston-also-known-as-red-school-house-boston-or-west-church-at-cambridge-and-lynde.jpg,78,131,160,2
Romanticism/john-constable_a-church-porch-1810.jpg,0,133,163,2
Romanticism/jan-matejko_st-stanislaus-killing.jpg,40,136,163,2
Impressionism/camille-pissarro_unloading-wood-at-rouen-1896.jpg,2,130,152,2
Impressionism/eugene-boudin_horses-for-hire-in-a-yard.jpg,6,139,152,2
Post_Impressionism/constantine-maleas_aswan-of-the-nile.jpg,0,133,160,2
Realism/konstantin-makovsky_summer-day.jpg,31,133,161,2
Symbolism/jacek-malczewski_my-life-my-soul.jpg,50,131,164,2
Northern_Renaissance/jan-van-eyck_virgin-and-child-with-st-michael-st-catherine-and-a-donor-1437.jpg,0,136,157,2
Impressionism/camille-pissarro_windmill-at-knokke-belgium-1894.jpg,2,133,152,2
Impressionism/antoine-blanchard_arc-de-triomphe-2.jpg,72,130,152,2
Rococo/hubert-robert_the-grande-galerie-1795.jpg,0,139,162,2
Early_Renaissance/filippo-lippi_the-feast-of-herod-salome-s-dance-1464.jpg,0,136,148,2
Impressionism/claude-monet_palazzo-contarini.jpg,4,130,152,2
Rococo/giovanni-domenico-tiepolo_the-tooth-extractor.jpg,0,131,162,2
Realism/vasily-sadovnikov_view-of-the-winter-palace-from-the-admiralty-1839.jpg,0,130,161,2
High_Renaissance/michelangelo_the-ancestors-of-christ-amminadab-1512.jpg,87,136,151,2
Impressionism/alfred-sisley_street-in-moret-porte-de-bourgogne-from-across-the-bridge.jpg,42,130,152,2
Impressionism/john-singer-sargent_rio-de-santa-maria-formosa-1905.jpg,11,130,152,2
Post_Impressionism/raoul-dufy_window-with-coloured-glasses-1906.jpg,0,139,160,2
Impressionism/edouard-manet_the-departure-of-the-folkestone-boat.jpg,79,131,152,2
Art_Nouveau_Modern/nicholas-roerich_cross-on-the-truvor-mound-1903.jpg,14,133,143,2
Post_Impressionism/auguste-herbin_the-docks-of-the-port-of-bastia-1907.jpg,0,130,160,2
Post_Impressionism/maurice-utrillo_moulin-de-la-galette-under-the-snow-1.jpg,0,130,160,2
Early_Renaissance/benozzo-gozzoli_death-and-ascention-of-st-francis.jpg,0,136,148,2
Impressionism/pierre-auguste-renoir_the-champs-elysees-during-the-paris-fair-of-1867-1867.jpg,17,130,152,2
Realism/vasily-vereshchagin_at-the-fortress-walls-let-them-enter-1871.jpg,0,139,161,2
Mannerism_Late_Renaissance/maerten-van-heemskerck_landscape-with-st-jerome-1547.jpg,0,136,153,2
Realism/camille-pissarro_the-wood-cart.jpg,2,131,161,2
Realism/camille-corot_honfleur-fishing-boat.jpg,74,133,161,2
Post_Impressionism/serge-sudeikin_winter-fantasy.jpg,0,130,160,2
Impressionism/john-lavery_king-george-v-accompanied-by-queen-mary-at-the-opening-of-the-modern-foreign-and-sargent-1926.jpg,0,139,152,2
Impressionism/frits-thaulow_riverside-view-of-abbeville.jpg,0,130,152,2
Impressionism/giuseppe-de-nittis_the-place-des-pyramides-paris-1875.jpg,0,130,152,2
Post_Impressionism/paul-cezanne_gardanne-horizontal-view.jpg,16,130,160,2
Realism/konstantinos-volanakis_the-crossing(7).jpg,0,139,161,2
Contemporary_Realism/jamie-wyeth_comet-1997.jpg,0,133,146,2
Post_Impressionism/gustave-loiseau_landscape.jpg,44,133,160,2
Analytical_Cubism/georges-braque_still-life-with-a-bunch-of-grapes-1912.jpg,91,138,142,2
Naive_Art_Primitivism/jules-lefranc_la-porte-saint-pierre-nantes.jpg,0,130,155,2
Romanticism/john-constable_view-at-epsom-1809.jpg,0,133,163,2
Naive_Art_Primitivism/niko-pirosmani_kakheti-epic-alazani-valley-4.jpg,0,139,155,2
Baroque/jacob-jordaens_the-miracle-of-the-obol-in-the-mouth-of-the-fish.jpg,125,136,144,2
New_Realism/john-french-sloan_wake-of-the-ferry-1907-1.jpg,0,139,156,2
Romanticism/richard-parkes-bonington_a-boat-beached-in-a-port-at-low-tide-1825.jpg,0,133,163,2
Romanticism/lev-lagorio_view-of-the-town-from-the-riverside-1887.jpg,0,130,163,2
Impressionism/vasily-polenov_venice-pipes.jpg,56,130,152,2
Impressionism/antoine-blanchard_arc-de-triomphe-4.jpg,72,130,152,2
Fauvism/albert-marquet_the-port-of-saint-tropez-1905.jpg,0,139,150,2
Post_Impressionism/maurice-utrillo_seine.jpg,0,130,160,2
Romanticism/ivan-aivazovsky_sunset-mill.jpg,9,133,163,2
Realism/adolf-hitler_castle-battlements.jpg,0,130,161,2
Rococo/bernardo-bellotto_view-of-the-new-market-place-in-dresden-from-the-moritzstrasse-1751.jpg,0,130,162,2
Naive_Art_Primitivism/niko-pirosmani_kakheti-epic-alazani-valley-2.jpg,0,139,155,2
Impressionism/camille-pissarro_the-fair-in-dieppe-sunny-morning-1901.jpg,2,130,152,2
Expressionism/spyros-papaloukas_skete-of-agios-andreas-1924(1).jpg,0,133,149,2
Impressionism/eugene-boudin_beach-scene-15.jpg,6,131,152,2
Impressionism/egon-schiele_house-with-a-bay-window-in-the-garden-1907.jpg,32,133,152,2
Impressionism/vasily-polenov_venice-1896.jpg,56,130,152,2
Expressionism/jean-david_port-scene.jpg,0,139,149,2
New_Realism/edward-hopper_adam-s-house.jpg,0,130,156,2
Impressionism/henri-martin_the-old-bridge.jpg,63,130,152,2
Romanticism/william-turner_petworth-park-tillington-church-in-the-distance.jpg,108,133,163,2
Post_Impressionism/maurice-utrillo_church-at-villiers-le-bel.jpg,0,130,160,2
Symbolism/martiros-saryan_a-street-evening-1910.jpg,13,130,164,2
Post_Impressionism/maurice-utrillo_street.jpg,0,130,160,2
Impressionism/john-singer-sargent_scuola-di-san-rocco.jpg,11,130,152,2
Impressionism/antoine-blanchard_arc-de-triomphe-5.jpg,72,130,152,2
Realism/nikolai-ge_not_detected_252986.jpg,0,136,161,2
Impressionism/claude-monet_rouen-cathedral-magic-in-blue.jpg,4,130,152,2
Expressionism/paul-delvaux_for-auderghem-1923.jpg,0,130,149,2
Impressionism/henry-herbert-la-thangue_an-old-italian-garden-1927.jpg,0,133,152,2
Art_Nouveau_Modern/nicholas-roerich_uglich-church-of-prince-dmitry-1904.jpg,14,130,143,2
Realism/camille-corot_rome-the-trinita-dei-monti-view-from-the-gardens-of-the-academie-de-france.jpg,74,130,161,2
Impressionism/eliseu-visconti_garden-in-luxembourg-1905.jpg,0,131,152,2
Post_Impressionism/gustave-loiseau_barges-on-the-oise-1908.jpg,44,133,160,2
Post_Impressionism/gustave-loiseau_les-martigues.jpg,44,130,160,2
Impressionism/eugene-boudin_beach-at-trouville-1864.jpg,6,131,152,2
Romanticism/william-turner_cathedral-church-at-lincoln.jpg,108,130,163,2
Contemporary_Realism/jamie-wyeth_angus-1974.jpg,0,139,146,2
Impressionism/berthe-morisot_hanging-the-laundry-out-to-dry.jpg,51,133,152,2
Impressionism/medi-wechsler-dinu_unknown-title.jpg,0,139,152,2
Mannerism_Late_Renaissance/paolo-veronese_adoration-of-the-magi-1573.jpg,82,136,153,2
Realism/henry-herbert-la-thangue_the-boat-builder-s-yard-cancale-brittany-1881.jpg,0,131,161,2
Realism/vincent-van-gogh_fish-drying-barn-seen-from-a-height-1882(1).jpg,22,130,161,2
Expressionism/costas-niarchos_akteon-i.jpg,0,139,149,2
Impressionism/john-singer-sargent_villa-di-marlia-lucca-1910.jpg,11,133,152,2
Baroque/adriaen-van-de-venne_winter-scene.jpg,0,131,144,2
Pointillism/paul-signac_the-jetty-at-cassis-opus-198-1889.jpg,0,133,158,2
Romanticism/cornelis-springer_bookstall-on-the-noordermarket.jpg,0,130,163,2
Realism/alexey-venetsianov_full-scale-class.jpg,0,131,161,2
Impressionism/giovanni-boldini_the-lady-pianist.jpg,62,131,152,2
Post_Impressionism/maurice-utrillo_fortification-on-the-north-of-paris.jpg,0,130,160,2
Post_Impressionism/walter-sickert_the-front-at-hove-turpe-senex-miles-turpe-senilis-amor-1930.jpg,0,130,160,2
Impressionism/childe-hassam_bending-sail-on-the-old-mill.jpg,3,133,152,2
Impressionism/camille-pissarro_all-saints-church-upper-norwood-1871.jpg,2,130,152,2
Impressionism/john-henry-twachtman_last-touch-of-sun.jpg,70,133,152,2
Symbolism/mstislav-dobuzhinsky_garden-in-the-city-1905.jpg,41,130,164,2
Expressionism/august-macke_catedral-of-freiburg-in-the-switzerland.jpg,0,130,149,2
Impressionism/claude-monet_the-castle-of-dolceacqua-1884.jpg,4,133,152,2
Post_Impressionism/edouard-cortes_place-de-la-republique-clichi.jpg,26,130,160,2
Cubism/yiannis-tsaroychis_still-life-on-yellowish-background-1935.jpg,0,138,147,2
Impressionism/berthe-morisot_the-cage.jpg,51,138,152,2
Impressionism/john-singer-sargent_staircase-in-capri-1878.jpg,11,130,152,2
Impressionism/samuel-mutzner_cartierul-t-t-r-sc-din-balcic.jpg,0,133,152,2
Early_Renaissance/andrea-del-castagno_stories-of-christ-s-passion-1447-2.jpg,0,136,148,2
Expressionism/arturo-souto_port-of-bilbao-1933.jpg,0,130,149,2
Minimalism/tony-smith_she-who-must-be-obeyed-1975.jpg,0,139,154,2
Post_Impressionism/maurice-prendergast_band-concert.jpg,78,131,160,2
Impressionism/claude-monet_gestrandetes-boot-in-fecamp.jpg,4,133,152,2
Post_Impressionism/ilya-mashkov_city-in-switzerland-1914.jpg,118,130,160,2
Post_Impressionism/vincent-van-gogh_le-moulin-de-la-galette-4-1886.jpg,22,130,160,2
Art_Nouveau_Modern/boris-kustodiev_february-27-1917.jpg,1,131,143,2
Cubism/piet-mondrian_not-identified.jpg,0,129,147,2
Symbolism/konstantin-bogaevsky_the-industrial-building.jpg,0,130,164,2
Realism/vasily-surikov_morning-of-the-strelets-execution-1881.jpg,0,139,161,2
Impressionism/childe-hassam_marlborough-street-boston.jpg,3,131,152,2
Impressionism/giuseppe-de-nittis_a-roman-aqueduct.jpg,0,133,152,2
Early_Renaissance/benozzo-gozzoli_vision-of-st-dominic-and-meeting-of-st-francis-and-st-dominic.jpg,0,136,148,2
Ukiyo_e/katsushika-hokusai_bridge-in-the-clouds.jpg,95,133,166,2
Expressionism/yiannis-tsaroychis_taverna-at-perama-with-dancing-to-a-juke-box-1957.jpg,0,137,149,2
Ukiyo_e/hiroshige_seki-early-departure-from-the-daimyos-inn.jpg,0,131,166,2
Baroque/isaac-van-ostade_a-canal-in-winter.jpg,0,131,144,2
Impressionism/camille-pissarro_outer-harbour-of-le-havre-1903.jpg,2,130,152,2
Baroque/adriaen-van-ostade_happy-peasants.jpg,0,131,144,2
Romanticism/jan-matejko_the-prussian-homage-1882.jpg,0,139,163,2
Post_Impressionism/henri-martin_herm-s-house.jpg,63,133,160,2
Romanticism/ivan-aivazovsky_sunrise-in-feodosia-1852.jpg,9,133,163,2
Expressionism/martiros-saryan_fellah-village-1911-2.jpg,13,130,149,2
Fauvism/georges-braque_antwerp-harbor-1905.jpg,91,130,150,2
Realism/ilya-repin_street-in-tiflis-1881.jpg,8,130,161,2
Post_Impressionism/edouard-cortes_view-of-the-street-rivoli-and-notre-dame.jpg,26,130,160,2
Pop_Art/hiro-yamagata_buddhas.jpg,0,139,159,2
Symbolism/zinaida-serebriakova_gatchina-interior-1922.jpg,0,139,164,2
Expressionism/zinaida-serebriakova_versailles-the-roofs-of-the-city-1924.jpg,46,130,149,2
Realism/aleksey-savrasov_landscape-with-a-river-and-an-angler-1859.jpg,102,133,161,2
Naive_Art_Primitivism/david-burliuk_lobster-shack-long-island.jpg,73,131,155,2
Symbolism/mikalojus-ciurlionis_winter-vi-1907.jpg,122,133,164,2
Romanticism/thomas-cole_mount-aetna-from-taormina-1843.jpg,0,133,163,2
Impressionism/adam-baltatu_houses-in-hu-i.jpg,0,133,152,2
Impressionism/winston-churchill_marlborough-tapestries-at-blenheim(1).jpg,0,139,152,2
Post_Impressionism/edouard-cortes_place-vendome-soir-paris.jpg,26,130,160,2
Impressionism/antoine-blanchard_gare-de-lest-2.jpg,72,130,152,2
Post_Impressionism/maurice-utrillo_paris-suburbs.jpg,0,130,160,2
